시도교육청코드,시도교육청명,표준학교코드,학교명,영문학교명,학교종류명,소재지도로명주소,학교상태명,설립일자
B10,서울특별시교육청,7010466,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010467,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010468,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010469,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010470,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010471,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010472,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010473,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010474,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010475,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010476,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010477,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010478,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010479,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010480,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010481,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010482,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010483,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010484,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010485,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010486,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010487,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010488,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010489,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010490,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010491,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010492,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010493,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010494,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010495,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010496,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010497,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010498,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010499,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010500,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010501,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010502,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010503,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010504,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010505,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010506,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010507,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010508,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010509,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010510,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010511,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010512,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010513,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010514,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010515,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010516,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010517,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010518,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010519,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010520,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010521,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010522,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010523,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010524,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010525,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010526,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010527,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010528,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010529,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010530,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010531,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010532,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010533,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010534,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010535,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010536,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010537,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010538,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010539,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010540,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010541,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010542,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010543,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010544,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010545,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010546,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010547,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010548,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010549,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010550,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010551,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010552,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010553,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010554,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010555,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010556,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010557,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010558,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010559,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010560,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010561,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010562,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010563,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010564,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010565,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010566,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010567,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010568,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010569,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010570,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010571,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010572,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010573,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010574,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010575,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010576,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010577,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010578,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010579,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010580,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010581,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010582,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010583,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010584,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010585,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010586,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010587,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010588,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010589,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010590,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010591,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010592,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010593,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010594,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010595,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010596,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010597,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010598,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010599,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010600,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010601,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010602,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010603,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010604,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010605,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010606,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010607,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010608,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010609,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010610,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010611,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010612,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010613,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010614,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010615,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010616,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010617,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010618,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010619,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010620,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010621,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010622,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010623,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010624,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010625,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010626,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010627,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010628,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010629,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010630,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010631,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010632,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010633,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010634,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010635,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010636,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010637,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010638,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010639,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010640,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010641,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010642,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010643,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010644,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010645,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010646,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010647,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010648,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010649,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010650,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010651,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010652,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010653,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010654,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010655,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010656,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010657,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010658,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010659,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010660,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010661,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010662,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010663,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010664,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010665,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010666,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010667,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010668,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010669,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010670,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010671,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
